date,star,review
2021.12.27.,5.0,None
2021.12.27.,3.0,"만두:지극히평범. 맛이 없는 건 아닌데 가격값 할 정돈 아님
칼국수:육수는 특이하고(약간 짜장맛남) 깊은 맛이라 아 이래서 유명하구나 싶은데 면이.. 원래 불어터진 듯한 식감인건가요?ㅠ 육수 맛이 워낙 낯설다보... 더보기"
2021.12.25.,1.0,"여긴 그날 그날 자기들 기분에 따라 손님대하는게 왔다갔다하나 보네요 어제 후기는 좋은걸 보니....
크리스마스라 즐거운 마음으로 갔다가 진짜 뭣 같은 기분으로 마무리하네요.
특히 오늘 3층 일하신 일부 ... 더보기"
2021.12.21.,4.0,None
2021.12.21.,5.0,명동가면 명동교자!
2021.12.20.,1.0,"잊지않고 오래도록 먹었던곳
줄서서 들어갔더니 계단에서 지배인이란 이름표를 달고 일행이 덜왔다는 이유로 테이블에 못앉게... 더보기"
2021.12.20.,5.0,None
2021.12.20.,3.0,"칼국수 맛이 약간 물짜장 느낌
기대안한 비빔국수가 존맛이었다"
2021.12.19.,1.0,"정말 오래간만에 기대하고 갔는데 너무 실망이네요
동네에서 걍 먹을껄
불맛나는 고명을 국물과 섞어 먹었을때 정말 맛있는데... 더보기"
2021.12.19.,5.0,잘 되는 이유가 있는 집
2021.12.19.,4.0,"만두 맛있었다
바쁜데두 친절한편
추운날 든든하게 잘먹어따"
2021.12.18.,3.0,김치먹으러 감ㅋㅋㅋ
2021.12.12.,5.0,"칼국수, 김치, 대존맛, 왜 이제야 알았지"
2021.12.12.,3.0,평범
2021.12.12.,4.0,만두가 존맛임
2021.12.11.,5.0,None
2021.12.11.,5.0,갈때마다 사람 많고 정신없지만 무질서속에 놀라울정도로 질서가(?) 있음. 맛은 여전히 굳
2021.12.07.,5.0,"칼국수 맛있어요!!! 보기엔 되게 느끼해보이는데 생각보다 담백하고 맛있습니다.
만두는 그냥 그랬는데 어머니는 좋아하셨어요
명동가면 항상 먹을것같아요"
2021.12.05.,5.0,맛있어요. 처음 먹고 마늘김치 생각 나서 또 한 번 들렀습니다
2021.12.04.,4.0,None
2021.12.03.,5.0,주기적으로 가줘야하는 맛집
2021.12.03.,5.0,냠
2021.12.01.,5.0,맛있어영
2021.11.30.,4.0,"19년 만에 방문. 기억이 가물가물하지만 여전히 맛은 괜찮고, 여전히 안 친절. 면발은 미끈미끈, 약간 중국집 탕면 같은 국물"
2021.11.28.,5.0,존맛
2021.11.26.,5.0,None
2021.11.26.,5.0,"무슨 말이 필요할까요 너무 유명하기에 코멘트가 따로 필요 없는 식당이죠 명동교자

명동 들릴 때마다 먹는거 같습니다 만두, 칼국수도 물론 맛있지만 제가 명동... 더보기"
2021.11.23.,2.0,"사람이 많아서 그렇겠지만 매장이 지저분해요
마늘맛이 좀 강하지만 맛이 나름 독특해서
한번쯤 먹어볼만 한 듯"
2021.11.21.,5.0,30년째 가고있는데 항상 맛있다 진정한 나의 소울푸드
2021.11.18.,4.0,맛은 변함없네요!!
2021.11.16.,1.0,딱히... 유명한 이유를 모르겠다 김밥천국에서 파는 그 맛이다.
2021.11.16.,2.0,만두 맛은 평범했고 비쌈
2021.11.14.,3.0,"전체적으로 마늘향이 굉장히 강함
맛은 있었지만 웨이팅이 너무 길고 정신없어 한번 경험으로 만족함
칼국수보... 더보기"
2021.11.13.,4.0,낫 베드 전체적으로 마늘향이 강함
2021.11.11.,5.0,"김치-칼국수, 만두-비빔국수 조합이 맛남
칼국수에서 불향이 나서 중식먹는 느낌이 남"
2021.11.09.,5.0,예전에는 마늘 김치 먹기 힘들었는데 지금은 같이 먹으니까 잘 어울리네요.
2021.11.09.,2.0,"어릴적부터 종종갔었는데
맛이 많이 달라졌어요 ㅜㅡ"
2021.11.07.,5.0,주기적으로 먹어줘야 함
2021.11.07.,5.0,"칼국수 너무 맛있어요! 면사리 리필돼서 좋고요, 국물 맛이 정말 최고에요 멀리서 찾아와서 먹을 만해요. 김치도 1인 1접시씩 줘서 좋아요."
2021.11.06.,5.0,진짜 갈때마다 맛있어요 그런데 사람많아서 ㅠㅠ 저절로 급하게 먹게돼서 아쉬워요
2021.11.05.,1.0,비쌈~!!!  칼국수가 9천원이 웬말!!! 아무리 명동이래도  그정도 가격은 아님~!!!
2021.11.04.,5.0,빨리 나오고 맛 최고예요!!
2021.11.04.,1.0,"다신안갑니다. 2명이서 가지마세요.
기분나쁘네요. 오픈한지 얼마 안된 시간에 뻔히 다른 자리 많은데도 불구하고 다른팀들 2명씩 4인석에 다있더만 ... 더보기"
2021.10.24.,4.0,"선결재 주문 후
1분 뒤 초피살로 칼국수 나옴 ㅎ
호로록 후다닥 모드로"
2021.10.21.,4.0,날마다 맛이 다르긴한데 서울살이 하는중 눈 띠용하면서 맛있다고 처음외쳐봄
2021.10.19.,4.0,"김치 호불호 갈린댔는데 제섯탈이네요.
김치는 극호였고, 칼국수는 새로웠... 더보기"
2021.10.12.,5.0,김치가 맛있더라
2021.10.12.,4.0,혼밥 강추
2021.10.11.,5.0,역시 넘 맛있엉^^
2021.10.10.,4.0,칼국수 + 만두 말모말모
2021.10.08.,5.0,None
2021.10.08.,4.0,오랜만에 갔는데 여전히 맛있음.
2021.10.08.,4.0,어르신들도 많은 맛집. 사람이 많아도 회전율 빨라서 금방 들어갔구요. 국물이 불맛나는 불고기 국물맛으로 느껴서져 비오는날 맛있게 먹었습니다~
2021.10.05.,5.0,None
2021.10.04.,3.0,맛이 예전만 못한 느낌.. 면도 퍼져서 나오고 오랜만에 갔다가 실망 ㅠㅠ
2021.10.03.,4.0,맛잇다맛잇어
2021.09.29.,5.0,해장으로 존맛;
2021.09.26.,5.0,칼국수 진짜 너무 맛있어요 ㅠㅠ
2021.09.26.,5.0,자신있게 추천합니다.
2021.09.25.,5.0,명동교자의 명동칼국수는 소울푸드☁️
2021.09.20.,5.0,너무 친절해서 부담스러울 정도였어요 ㅎㅎ 역시 명동교자 잊을만하면 생각나요
2021.09.19.,2.0,"맛은 있지만 너무 불친절 ᯅ̈՞ ՞
그리고 편히 앉아서 먹기도 불편한 분위기 ㅎㅎ..
코로나 시대에 물티슈도 구비되어 ... 더보기"
2021.09.19.,5.0,이츠굿 ~!
2021.09.16.,5.0,먹고나면 마늘 냄새 오지지만 자극적이고 맛있어서 가끔 생각남. 양도 혜자..
2021.09.16.,4.0,None
2021.09.11.,3.0,None
2021.09.07.,2.0,평점을 보고 너무 기대해서 그런지..... 대체적으로 맛이 그럭저럭이다. 양은 많이서 좋으나 면의 퀄리티가 좀 별로다..... 김치도 조금 맵다.....
2021.09.02.,5.0,"코로나 2년차, 4단계 초강수에도 깃발을 휘날리는 엄청난 전통의 강자. 다른 자영업자들에겐 미안하지만, 어릴 적부터 40년간 추억을 유지해 주는 유일한 곳입니다. 다시 예전으로 돌아가서 명동이 흥하기를~"
2021.09.01.,3.0,"면이 아쉬움 
칼국수라기보단 갈비탕에 가까움
밥 말아먹으면 맛있... 더보기"
2021.08.31.,5.0,None
2021.08.27.,5.0,None
2021.08.22.,4.0,칼국수 맛은 있는데 사람이 너무 붐벼서 사람 많은 곳 싫어하는 사람은 안가는게 좋을듯
2021.08.20.,4.0,None
2021.08.20.,2.0,김치랑 만두만 맛있어요  칼국수는 국물은 맛있는데 면도 불고 맛없고.. 비빔국수는 그냥 그래요ㅜ기대를 많이 하고가서그론지 더 실망했네요ㅠ
2021.08.20.,4.0,None
2021.08.20.,4.0,"여긴 뭐 더 할말있나 이미 유명한 곳
콩국수는 처음 먹어봤는데 캬 왜 그동안 칼국수만 먹었냐고 콩국수도 ㄹㅇ맛집;;"
2021.08.19.,4.0,"평일 오픈 10시반, 11시에 입장했고 대기없었다.
본메뉴는 와! 이맛이지! 하는 감동은 없었지만
김치가 와! 했기때문에 별4... 더보기"
2021.08.19.,5.0,"명동교자는 이젠 너무 유명해서 나만 아는 소소한 맛집이라고 하기엔 좀 그렇...ㅎ 

물론 제가 어렸을 때도 이미 유명한 집이긴 했습니다ㅎㅅㅎ 중국이랑 일본 관광객들한테 인기가 많은지 그땐... 더보기"
2021.08.19.,5.0,처음 먹어봤는데 진짜 유명한 이유가 있었어요. 진짜 맛있고 특히 김치랑 잘 어울려요.
2021.08.17.,3.0,"줄이길죠. 유명해서. 오랫만에 명동교자 먹어봤어요. 만두피는 얇고 보통. 국수가 독특하니 괜찮았지만 제취향은 아니였습니다. 맛없지 않은데 제취향이 아닌.  전 좀 더 개운한 해물 칼국수를 좋아해서요 ㅎ. 
같이간 지인은 좋아하는 가게 였어요 ㅎ"
2021.08.17.,5.0,최고입니다.
2021.08.13.,5.0,"명동 방문의 이유 중 하나.
적당히 고기로 우려낸 국물맛이 늘 생각난다.
칼국수 맛집인지 알려면 김치를 먹어봐라는 말이 있는데, 이 집은 맛집이 맞다."
2021.08.09.,5.0,말해 뭐해 먹고 상투스 울렸다
2021.08.08.,4.0,생각보다마싰
2021.08.07.,5.0,"명동갈때마다 먹어요 족히 20번은 더 먹은듯 
맛 안바뀌고 항상 맛있고 
직원분들도 엄청 빠르고 친절하셔요"
2021.08.04.,5.0,"오랫만에 가니 역쉬~~~
QR체크도 입구서 잘되고  환기도 자주 시겨주시더라구용 여전히 마늘냄새 강한 매운 김치와밥까지 잘먹고왔내요 오랫만에 속이 쓰린 느낌... 더보기"
2021.08.03.,4.0,None
2021.08.02.,3.0,"회사가 근처라 자주가던곳인데
맛이 변했어요. 면발이 전에보다 덜부드러워요.
아쉽네요"
2021.08.02.,4.0,"칼국수가 맛있어요! 왜 명동에 가면 명동교자는 꼭 가라는 말을 이해했어요.ㅎㅎ
다 먹고 일어서니 다른 테이블에는 공기밥도 나오던데 진작 알았음 나도 국물에 밥 말아 먹었을텐데.ㅜ"
2021.07.30.,5.0,굳
2021.07.29.,2.0,확실히 사람이 많이 찾는 곳이라 코로나 체크도 확실하고 혼밥하는 곳도 있다. 주문도 빠르고 메뉴도 단촐하다. 음식도 매우 빠르게 나온다. 김치도 달라고 하지 않다고... 더보기
2021.07.28.,5.0,역시 명동칼국수 명성답게 맛있습니다!
2021.07.26.,5.0,"교자랑 칼국수는 명불허전입니다. 근데, 콩국수는 개인적으로는 별로였어요"
2021.07.26.,1.0,여기는 끝났다. 난 이젠 두 번 다신 안간다. 궁금하면 직접 경험해 보시길. 우웩~
2021.07.23.,4.0,"여기는 정말 맛집 인정! 하지만, 위생 상태가 조금 아쉬웠어요! 숟가락에... 좀 안 좋은 이물질이 두 번씩이 ㅠ 맛은 맛있어요."
2021.07.20.,2.0,"칼국수나 김치나 강한 마늘향이 개성적임.
한국방문한 외국인 참교육 코스로 안성맞춤."
2021.07.17.,5.0,겨울만 되면 생각나는 내 최고의 맛집 하나
2021.07.16.,5.0,최고예요
2021.07.15.,5.0,말모~~~~~~ 최고죠
2021.07.12.,5.0,굿
2021.07.11.,5.0,"맛있어요 김치맛있고 교자, 칼국수도맛있는곳"
2021.07.10.,4.0,명불허전
2021.07.09.,1.0,음식 수준에 비해 폭리
2021.07.07.,4.0,"맛이 좀 특이하고 오래된 느낌이 나요.
맛있는데 좀 많이 기름져서 막국수였나 저거 시키길 잘한거같아요.
만두빼고는 좀 다른곳과 다른 맛이 나서 신기."
2021.07.07.,4.0,None
2021.07.01.,5.0,싸랑해효 묭동교쟈
2021.06.30.,3.0,None
2021.06.29.,3.0,None
2021.06.28.,4.0,"명동가면 한번 먹어줘야하는 곳
명동에서 유일하게 소비자 등쳐먹지 않는 곳"
2021.06.28.,5.0,그립다
2021.06.23.,5.0,"교동짬뽕 하얀버젼

대한민국에서 유일한맛"
2021.06.21.,3.0,명동가면 들리는곳입니다 김치는좀짠편...
2021.06.20.,1.0,"비위생적인 가게
수저통에 고춧가루가 들어가있는데 딱 고춧가루만 뺌
주문순서 안지킴 큰소리 치는 사람 음식부터 나옴
콩국수 맛없음 시판용 ... 더보기"
2021.06.18.,1.0,None
2021.06.17.,3.0,만두는 특별한맛은 없지만 맛있어요! 근데 칼국수는 처음먹어본 고기양념 맛+후추향 이였고 국수는 너무 삶아져서 나와서 면발식감도 많이 아쉬워요. 호불호 갈리는 맛인것같은데 전 재방문의사는 없네요.
2021.06.16.,5.0,이집도 별 한개에 맛 없다는 사람들이 있네요..
2021.06.15.,3.0,와이프가 좋아해서 한번 같이 가 봤는데 여기 김치는 생마늘 맛이 너무 강해서 나한테는 괴식에 가깝다. 칼국수도 해산물 대신 소고기 고명 들어가는 건 좋은데 기름이 많아서 느끼하다.(2017년)
2021.06.14.,1.0,아..맛 진짜 없고 부모님 지방에서 오셔서 모시고 왔는데 이영자님 갔다고 기대하면서 방문하셨는데 다시는 안오신다고 맛도 없고 수저에 기름기 가득하고 완전 별로 그전 맛이 어떤지 모르지만 진짜 맛없어요 안가요 다시는
2021.06.13.,4.0,"독보적인 칼국수 맛 ㅋㅋ 
식당 모든게 빠릿빠릿 돌아가는것도 좋습니다ㅋ"
2021.06.12.,4.0,None
2021.06.12.,3.0,와 그냥 밍밍..한데… 김치만 살짝 마늘맛 많이나서 맛있긴함. 토요일 11시도 전에 사람이 겁나 줄서있는거 보고 깜짝 놀람ㅋ
2021.06.09.,4.0,워낙 유명한 곳이라 방문이 꺼려졌는데 맛있었습니다. 칼국수 그릇이 엄청 기름진 것만 빼면 괜찮았어요. 면발이 아주 부드러워서 먹기가 좋았습니다.
2021.06.07.,5.0,None
2021.06.07.,4.0,가격이 비싼듯하지만 미슐랭 맛집이니까  불맛 살짝나는 국물과 고기고명 최고
2021.06.06.,4.0,"맛이 있다기보다는 추억의 맛이죠 이제
마늘김치 주기적으로 먹어줘야함"
2021.06.03.,5.0,맛도 좋고 서비스도 좋고
2021.05.27.,5.0,None
2021.05.25.,3.0,None
2021.05.23.,3.0,마성의 마늘을 맛본 뒤 씹는 자일리톨이란!
2021.05.17.,5.0,만두도 맛있었고 칼국수도 맛있었는데 특히 김치가 너무너무 맛있어서 좋았습니다.
2021.05.16.,5.0,"유명한 이유가 있네요 만두랑 칼국수 진짜 맛있어요:)
김치는 호불호가 갈릴 것 같은데 저는 겉절이김치를 좋아해서 입맛엔 맞지않았어요ㅠㅠ매웠어유ㅎㅎ"
2021.05.16.,5.0,"칼국수랑 김치
넘맛있어요!!"
2021.05.16.,4.0,"비빔면과 곁들여나오는 칼국수 육수를 마셨는데
깔끔하고 맛났습니다.
김치사 살짝 매운데 칼국수 드시는 분... 더보기"
2021.05.15.,5.0,이래서 명동교자 명동교자 하는 구만
2021.05.14.,5.0,혼자가도 편하게 먹을수 있어요! 명동가면 항상 기억 나는곳!
2021.05.11.,4.0,"여기가 본점인 걸로 알아요
명동교자 아니면 칼국수집은 잘 안가요
줄 설 때도... 더보기"
2021.05.10.,5.0,7살 아들도 좋아해요^^
2021.05.10.,5.0,직원분들 바쁘신 와중에 친절해서 기분이 좋았고 김치리필 많이 해줘서 좋았습니다
2021.05.07.,5.0,"워낙 사람이 많은 집이라 큰 서비스는 기대하지 않음
테이블 회전율 높고 음식 자체가 맛있어서 갑니다
이거 먹으러 명동가요"
2021.05.05.,5.0,진차 여기 존맛탱
2021.05.04.,5.0,오랜 감동을 잊지못해 명동 나오면 꼭 들르는 집입니다
2021.05.01.,5.0,None
2021.04.29.,5.0,명동가면 생각나는
2021.04.29.,5.0,"20년동안 꾸준히 다닌 맛집.
주1회 안가주면 현기증나요"
2021.04.28.,5.0,너무너무 맛있었어용ㅎㅎ
2021.04.28.,4.0,이곳 간이 삼삼하다는 사람은 평소에 소금을 들이부어서 드시나 봅니다! 간은 충분하다고 봅니다. 오래된 노포치고 일하시는 분들도 합이 잘 맞으시고 전 좋아요. 오랫동안 해주세요.
2021.04.27.,1.0,"솔직히 닭육수는 심하게 기름진 고기국물같았고,
면은 지나치게 부드러워서 이없이도 먹을 수 있을듯 하여 칼국수의 쫄깃함이 하나도 없었고(리필면조차..),... 더보기"
2021.04.27.,2.0,맛 없어요
2021.04.25.,5.0,"진짜 명동교자는 미쳤다
진짜 존맛임
어떠케 육수를 이러케 만드세요?"
2021.04.24.,4.0,만두 두 어개 터뜨리고 김치 좀 담궈서 먹으면 최고
2021.04.23.,3.0,칼국수 하나 시켰어요. 국수 양은 평균 이하이고 퍼진 편여서 부드러워요. 간 고기 양은 적당해서 씹는 맛이 있네요. 국물은 심심하고 (그래서 김치가 많이 짠가 봅니다) 기름기 좔좔 흐르고 목이버섯 베이스의 국물인듯요. 감칠맛이 없네요. 납작만... 더보기
2021.04.22.,5.0,None
2021.04.21.,4.0,말이필요없죠
2021.04.20.,5.0,여기보다 맛있는 집이 있을까
2021.04.17.,5.0,너무 맛있어요! 집가까이 있다면 매일가고 싶은곳이예요~~  지금도 너무 먹고 싶어요
2021.04.17.,3.0,None
2021.04.13.,4.0,"세 네번 갔는데 다 맛있게 먹었어요
손님 많긴 한데 회전율 빨라요"
2021.04.09.,1.0,"칼국수 - 양파볶은/불짜장 맛? (나름 괜찮음)
비빔 - 세상세상 이렇게 맛없는건 없음....
만두 - 괜찮은데 느끼하고 기름져서 금방 물림... 더보기"
2021.04.02.,1.0,"엄청 친절하신데
음식 때문에 다시 가고 싶지는 않은.."
2021.03.30.,5.0,None
2021.03.29.,5.0,"저는 맛있게 먹었습니다. (만족도 별점 5개중에 5개)
그런데 같이간 중학생, 고딩 아들들은 별로랍니다 ㅠ
마눌님도 그... 더보기"
2021.03.26.,3.0,밥 추가 필수
2021.03.15.,1.0,I wasn't impressed.
2021.03.14.,5.0,"명동에 다른 가게들은 텅텅 비었는데 여기만큼은 꽉꽉 차있더라구요,, 존맛탱ㅜ"
2021.03.12.,5.0,"한국의 자랑. 칼국수는 양파와 고기가 들어간 요리 중 최고. 만두 역시 피부터 속까지, 그리고 간장까지 흠이 없는 맛."
2021.03.11.,3.0,"마늘이 들어갔을 뿐 사실상 중화풍 칼국수
특색있는 맛이지만 이정도 가격은 아니다.."
2021.03.07.,5.0,"텅 빈 명동의 분위기와는 다르게 사람이 꽤 붐비는 식당. 

들어가서 먹어보면 그... 더보기"
2021.03.06.,5.0,역시 실망시키지 않는 맛입니다. 어릴때 먹던 그맛 그대로
2021.03.02.,5.0,비빔국수 쥰맛
2021.03.01.,4.0,"만두는 가격에비해 흠... 칼국수가 다했네요~ 정말 끝내줘요  
밥도나오고 리필도되는거같더라구요 1인석도있고 
칸막이가 다 있어서 방역수칙하... 더보기"
2021.02.28.,1.0,"너무 불친절하네요. 옆 테이블에 아이(3-4살, 5살) 2명, 엄마 1명이 만두 하나 국수 하나 시키고 면 리필 시킨다고 하니까 안 된다고 하더라고요. 그래서 2명이서 국수 2개 시킨 저희가 추가 면사리 시켜서 옆 테이... 더보기"
2021.02.26.,5.0,오랜만에 방문했지만 맛있게 먹고 갑니다
2021.02.24.,4.0,만두안에 고기가 칼국수에도 들어가고 비빔국수에도 들어가고.. 조금 다 비슷한 맛인듯. 그래도 엄청 맛있긴 했다
2021.02.20.,5.0,"진한 닭육수와 볶은 양파 단맛의 조화로움
마늘향 김치가 질리지 않게 해줌
리필때 식초 한두방울 넣어서 먹으면 색다른 맛으로 먹기 가능"
2021.02.18.,4.0,None
2021.02.11.,5.0,None
2021.02.09.,1.0,None
2021.02.09.,5.0,마늘김치를 들고다니며 리필해줌
2021.02.06.,1.0,지난주 1월 27일 명동0자본점직원이 오픈했다고 전화왔어 저녁을 뭐먹을까고민하다 저녁식사를 위해 명동0자본점... 더보기
2021.02.05.,4.0,"맛 보다는 추억 때문에 항상 재방문 하는 곳. 
엄마가 어릴 적부터 이모 따라서 왔던 명동 교자를 내가 엄마 따라서 오고
엄마랑 명동 나오면 항상 가는 곳.
국수가 엄청 짜지만... 더보기"
2021.02.04.,3.0,"칼국수는 그다지.. 기름지고 면과 국물이 따로노는 느낌
만두는 고기육즙이 진해서 맛있게 먹었습니다. 피가 얇아서 좀... 더보기"
2021.02.03.,5.0,여기 점심시간에 가서 먹는데 졸맛!
2021.02.02.,2.0,"맛있게 보이기만하지 배채우기밖에 안되는 실력이네요.
국수, 만두 다 연구좀 더해야겠네요."
2021.01.31.,1.0,None
2021.01.26.,1.0,한마디로 맛 없음. 김치 칼국수 만두 셋중 어떤것도 건질게 없음. 이렇게 맛없는 음식도 처음
2021.01.26.,5.0,None
2021.01.24.,1.0,예전 기억을 살려서 한번 갔다가..비싼 가격과 불어터진 면발에. 실망 그자체였음. 다음엔 방문 할 생각이 없음. 이름값으로 장사 하는것도 한계가 있을터.
2021.01.22.,3.0,오랜만에 갔는데 여전히 칼국수 마늘향이 넘 과하네요. 냄새만 맡음 마늘숩. 가격은 명동이래도 바싸다 생각
2021.01.20.,4.0,"언제 가도 변함 없는 맛
다만 까무러치게 맛있는지는 모르겠음
멸치나 해물베이스 칼국수 좋아하는 사람들은 부담스러울 수 있음"
2021.01.16.,3.0,None
2021.01.15.,5.0,None
2021.01.14.,5.0,왠만한 만두 칼국수 집보다 훨씬 맛잇네요
2021.01.11.,5.0,None
2021.01.09.,4.0,None
2021.01.07.,5.0,None
2021.01.03.,4.0,맛있어요
2021.01.03.,5.0,"마늘김치 개존맛 칼국수 개존맛
맛을 잊지 못해 이 새벽에 리뷰 쓰는 중..."
2021.01.02.,4.0,"칼국수는 괜찮아요. 기대한만큼은 아님..
김치가 마늘김치라는데 화장품맛(향수맛같은..)나서 도저히 못먹겠더라구요 일행은 맛있게먹음"
2020.12.28.,5.0,None
2020.12.27.,5.0,"너무너무맛있고
저의 최애 칼국수집이예요
면도 김치도 밥... 더보기"
2020.12.25.,4.0,맛있습니다
2020.12.17.,5.0,최고의 칼국수랑 만두
2020.12.15.,5.0,역사가 담긴 맛이 일품입니다
2020.12.07.,3.0,None
2020.11.28.,5.0,최고의 한식!! 만두 김치 칼국수 모두 최고수준!
2020.11.26.,5.0,서비스가 별로여도 맛으로 모두 커버되는 집.
2020.11.23.,5.0,늦은 점심 먹으러 갔는데도 사람이 많네요. 회전율이 빨라서 오래 기다리지 않아 자리를 잡았는데 음식이 금방 나왔어요. 1인석과 다인석을 모두 갖춘 점이 좋아요. 결제는 선불이고 이정도 규모의 식당에서 친절함까지 바라면 욕심이겠지만 종업원들이 적당히... 더보기
2020.11.12.,4.0,"가끔씩 생각나는 찌릿한 매운맛의 마늘김치와 중화요리 풍미의 묵직한 칼국수..

맛은 더할 나위 없지만 유명 가게의 어쩔 수 없는 웨이팅과 직원들의 불친절함이 자주 가지는 않게 해요"
2020.11.09.,5.0,맛집
2020.11.09.,5.0,None
2020.11.04.,1.0,서비스 최악... 주문 순서 엉망 손님을 돈으로 생각하는게 느껴짐. 마지막으로 반말. ㄹㅇ 최악.
2020.11.04.,5.0,None
2020.10.31.,5.0,오랜만에 돈내고 밥먹은 값 하는 식당에 갔다. 너무 맛있다.
2020.10.29.,4.0,"마늘 양파 팍팍 들어간 맛
국물 진하고 자극적임
칼국수면은 호들호들하고 만두피가 얇음"
2020.10.25.,5.0,"매일 먹어도 질리지 않음

해장되고 ... 더보기"
2020.10.24.,5.0,맛있어요
2020.10.22.,3.0,이젠 추억의 맛..
2020.10.20.,5.0,김치맛집!!
2020.10.18.,1.0,"여기가 왜 유명한지...
칼국수 시켰는데 짜고 맛없어요
만두는 먹을만 할지도?"
2020.10.16.,5.0,마늘김치 짱짱
2020.10.13.,4.0,너무 유명한 집이라 기대했는데 기대만큼 맛있었다. 생각보다 비빔냉면이 진짜 맛있다.
2020.10.10.,5.0,"맛은 있네요. 근데 본점이나 분점이나 손님 대하는 것이 거의 비슷하네요.
한마디로 얼렁 먹고 가라!  분위기 눈빛.
친절은 어디다가 숨겨두셨나요."
2020.10.10.,1.0,맛없고 양작음 돈아까움 그리고 매니져들 직원 갈구던데. 손님옆에두고 그게 뭔가? 밥맛떨어지게. 매니져한테 밥 리필해달라고 하니 싸가지없게 안됀다고? 칼국수 하나에 9천원이나 받으면서 양심 있냐? 한번 망해봐야 정신을 차리지
2020.10.09.,1.0,"맛도 별로고
양은 애기 먹을 양만주면서 9,000원씩이... 더보기"
2020.10.08.,5.0,None
2020.10.07.,4.0,만드도 맛있거 국물 넘 맛있다~~
2020.10.07.,4.0,비빔국수랑 만두 조오오옹나 마싰어요
2020.10.05.,4.0,만두와 비빔국수 만두와 칼국수의 조합은 언제나 좋다
2020.10.03.,5.0,비빔국수맛집입니다 비빔국수드세요! 두번드세요!
2020.10.03.,5.0,명동갈때마다 가는곳임 항상 만족스러움
2020.09.30.,4.0,명동에서 빠르게 한 끼 뚝딱 하고 싶은데 모험이나 실패는 싫을때 최고의 선택
2020.09.30.,3.0,다진고기가 국물맛을 살려줍니다.
2020.09.27.,4.0,탄탄면 느낌?? 맛있네요
2020.09.27.,5.0,와 맛이 정말 훌륭합니다! 칼국수 국물에서 불맛이 나고 국수를 먹었다기보단 요리를 하나 먹은듯한 느낌입니다~ 인원수대로 국수 주믄하면 국수사리 추가로 주는것도 좋네요~ 재방문 의사 100프로입니다 저는 국물있는 칼국수만 먹어봤는데 비빔국수랑 만두먹으러 또 와야겠네요 훌륭합니다
2020.09.23.,3.0,None
2020.09.22.,4.0,칼국수 만두 맛집. 김치도 맛있지만 향이 오레가노..
2020.09.19.,5.0,마시써용 김치는그닥
2020.09.19.,4.0,"주문하고 2-3분 안에 바로 나와서 좋아요 진정한 코리안 패스트푸드~
맛이 항상 일정해서 좋습니다"
2020.09.12.,5.0,명동가면꼭가요
2020.09.07.,5.0,언제 먹어도 맛있는 집
2020.09.03.,3.0,"칼국수는 평범하거나 평균 약간 이상이라고도 할 수 있지만 칼국수치고는 비싼 가격을 생각한다면 3점이 최선.
마늘을 좋아하는데도 김치는 마... 더보기"
2020.08.30.,4.0,유명한 이유가 있어요 칼국수 맛도 양도 굿 :)
2020.08.29.,5.0,개jmt
2020.08.19.,5.0,와우 여기 콩국수가 대박임 이렇게 고소한 콩국수는 처음
2020.08.17.,1.0,주인이 바뀌고 맛이 달라졌어요. 국물도 간장때문인지 거무티티해지고 밍밍해요. 특히 서비스가 엉망입니다. 이런식이면 수십년된 단골들 다 떨어져나가겠네요.
2020.08.14.,5.0,"진한 육수와 마늘김치의 환상적 궁합

세번째방문) 만두 꼭... 더보기"
2020.08.11.,5.0,"아뭐야 제법
.제법....먹을만한걸?!!!! 젠장 맛있다구"
2020.08.11.,1.0,"3명이 가서 콩국수 2, 칼국수 1 주문.
콩국수 너무 짜 콩국물 달라고 해서 먹음 >> 2명
김치도 짜고 맛이 강해 ... 더보기"
2020.08.07.,5.0,맛이 돌아왔다
2020.08.07.,5.0,칼국수도 맛있는데 비빔국수가 의외로 너무 맛있었어요!! 만두랑 찰떡
2020.08.06.,2.0,"고기국물 칼국수 안맞으면 별로인듯..
만두는 맛있어요 깔끔하고
마늘향이 들어오자마자 나요 ㅋㅋ"
2020.08.04.,5.0,생각나는 맛집이에요 칼국수도 정말 맛있고 비빔국수도 맛있어요 사리도 무료리필이라 좋아요
2020.08.02.,2.0,역사와 전통이 살아있..지만 친절과는 거리가 먼곳
2020.08.01.,5.0,"정말 오랜만에 가본 명동교자

내 첫 별5개를 줍니다.

1.칼국수의 부드러운 면과 불맛나는 고... 더보기"
2020.07.31.,5.0,명불허전 명동교자 ㅎㅎ
2020.07.29.,5.0,칼국수랑 콩국수 맛있어요.
2020.07.26.,4.0,마늘 맛 호불호만 빼면 굳
2020.07.24.,3.0,김치가 매워요. 칼국수엔 김치가 핵심인데.. 맵기만함 비빔국수보다도 매움
2020.07.22.,5.0,"오랫동안 이 맛을 유지한다는게 참 대단해요.
칼국수와 교자 너무 맛있어요!"
2020.07.20.,4.0,김치맛집
2020.07.19.,5.0,평가의 의미가 없음.
2020.07.19.,5.0,"명동노점, 첫번째로 받은 인상은 친절함
한번쯤 먹어볼만함"
2020.07.18.,5.0,예전과 달리 많이 친절해진 느낌이에요
2020.07.16.,4.0,None
